TID,Items
627,"[720, 2630, 2669]"
628,"[221, 927, 3159, 3816, 3831]"
629,"[1171, 1599, 1666, 1801, 3226, 3286, 3667]"
630,"[420, 1504, 2064, 3089, 3768, 3985]"
631,"[139, 824, 1581, 2610, 3319]"
632,"[1003, 1384, 1991]"
633,"[340, 1016, 1883, 3547, 3671]"
634,"[21, 90, 666, 2025, 2192, 3617]"
635,"[86, 1923, 2849, 3490, 3621, 3624, 3639, 3722]"
636,"[1108, 2658]"
637,"[297, 1766, 1795, 2899, 3320]"
638,"[38, 1128, 1302, 1480, 2438, 2564, 2903, 2964, 3371]"
639,"[729, 1157, 1184, 1232, 3219]"
640,"[1144, 1247]"
641,"[1412, 2409, 3577]"
642,"[322, 737, 876, 2682, 3190, 3479]"
643,"[730, 1111, 1909, 2378, 2861, 3154, 3743]"
644,"[2557, 3113, 3415]"
645,"[2640, 3083, 3203]"
646,"[2098, 2869, 3287]"
647,"[1217, 1239, 1886, 2898, 3810]"
648,"[709, 2117, 2853, 3111]"
649,"[885, 909, 1054, 1486, 2333, 2374, 3054]"
650,"[1545, 2374, 2986, 3615, 3664, 3823]"
651,"[2416, 3673, 3678]"
652,"[778, 3328, 3526]"
653,"[2839, 3246]"
654,"[107, 1132, 1231, 1634, 1905, 2851, 2964]"
655,"[1610, 2017, 3153, 3390, 3472, 3953]"
656,"[135, 1828, 2692, 3435]"
657,"[1466, 1995, 3456]"
658,"[10, 1046, 3084]"
659,"[1025, 1259, 2565]"
660,"[2527, 2699, 3147]"
661,[607]
662,[2554]
663,"[998, 1023, 3160]"
664,"[93, 557, 1664, 2339, 3070]"
665,"[116, 120, 307, 2637]"
666,"[500, 2118, 3748]"
667,"[595, 849, 878, 1688, 2216, 3186, 3477, 3583]"
668,"[1224, 1263, 3348]"
669,"[1378, 1474, 1716, 2830]"
670,"[1880, 3214, 3320]"
671,"[395, 2010, 3823]"
672,"[1002, 1341, 1452, 1614]"
673,"[2197, 2567, 2751, 3924]"
674,"[1451, 1852, 2137, 2552, 3086, 3291]"
675,"[849, 878, 1688, 3583]"
676,"[23, 223, 1458, 1717, 3022, 3341]"
677,"[820, 1494, 1864, 2665, 3142, 3499]"
678,"[293, 840, 2842, 3655, 3946]"
679,"[732, 2347, 2699, 3268]"
680,"[2430, 2524]"
681,"[808, 2149, 3559, 3777]"
682,"[1597, 1643, 2026]"
683,"[1286, 1366, 3796]"
684,"[166, 1603, 1873, 2179, 2189, 3824]"
685,"[81, 2265, 2305, 2666, 2705]"
686,"[124, 871, 1190, 1457, 3551]"
687,"[642, 1624, 2017, 3919]"
688,"[395, 1526, 1755, 1765, 2345, 3196, 3485]"
689,"[368, 938, 2472, 2843, 2915]"
690,"[2387, 2842]"
691,"[440, 3223]"
692,"[459, 1017, 1504, 1796, 1799, 1878, 1952, 2821, 3190, 3788]"
693,"[544, 724, 2005, 2209, 2869, 3530]"
694,"[750, 1341, 1837, 2101, 3008, 3025, 3598, 3618, 3950]"
695,"[589, 1224, 3488, 3921]"
696,"[201, 1541, 2060, 2234, 2674, 2961, 3008, 3810]"
697,"[1250, 2063, 2589, 2976, 3498, 3554]"
698,"[1235, 1941]"
699,"[913, 1073, 1197, 2747, 3572, 3843]"
700,"[222, 1228, 2297, 2408]"
701,"[570, 732, 820, 931, 1032, 2112, 3384]"
702,"[1664, 1713, 1795]"
703,"[191, 277, 472, 1539, 3414]"
704,"[403, 1570, 1886]"
705,"[74, 93, 3230, 3457, 3655, 3912]"
706,"[577, 2151, 2375]"
707,[3823]
708,"[69, 514, 1912, 1957, 2223]"
709,"[575, 806, 2617, 3022]"
710,"[1569, 2415]"
711,"[607, 2442, 3730]"
712,"[690, 1940, 1972, 2406, 2916]"
713,"[104, 546, 610, 2090, 2415, 3174, 3815]"
714,"[3555, 3907, 3924]"
715,"[541, 813, 2801]"
716,[3010]
717,"[285, 827, 2595, 3025, 3351]"
718,"[1588, 1605, 3523, 3591]"
719,"[1185, 1500, 2684]"
720,"[484, 2916, 3198]"
721,"[699, 1407]"
722,"[195, 1218, 1994, 3151, 3651, 3966]"
723,"[63, 188, 190, 3085]"
724,"[607, 686, 874, 1249, 1364]"
725,"[163, 1014, 1193, 1252, 1443, 3405]"
726,"[2302, 2850, 3787]"
727,"[1769, 1916, 2489, 3057, 3549, 3718]"
728,[3581]
729,"[495, 1524, 2234, 2801, 2847]"
730,"[432, 1901, 2427, 3059, 3062]"
731,"[1405, 1557, 3197, 3637, 3861]"
732,[2430]
733,"[124, 127, 208, 425, 2265, 2781, 2828, 3149, 3459]"
734,"[2239, 2682, 3698]"
735,"[117, 1824, 1903, 3388]"
736,"[49, 376, 1276, 1789, 1997, 2472, 3139, 3421]"
737,"[69, 1258, 2305, 3633]"
738,"[221, 354, 629, 2918, 2958, 3100]"
739,"[684, 2482, 3673]"
740,"[950, 2089, 2998, 3905]"
741,"[1326, 1451, 2557, 2641, 3074]"
742,"[2021, 3116, 3723]"
743,"[486, 1705, 1943, 2176, 2856]"
744,"[222, 1557, 1804, 2701]"
745,[3800]
746,"[538, 1406, 3319, 3931]"
747,"[1382, 2198]"
748,"[29, 668, 1721, 1857]"
749,"[63, 263, 1039, 2038, 3105, 3210, 3880]"
750,"[86, 1313, 1318, 1334, 1836, 3396]"
751,"[963, 1411, 2418, 3012]"
752,"[87, 558, 2125, 2445, 2495]"
753,"[678, 2726, 3421]"
754,"[953, 1484, 2561, 3320]"
755,"[463, 2063, 2138]"
756,"[473, 699, 2265, 3372, 3491]"
757,"[722, 1018, 1750, 3110, 3139]"
758,"[247, 669, 1524, 2125, 3351, 3488]"
759,"[2598, 3254]"
760,"[1269, 2315, 3492]"
761,"[142, 325, 1550, 1740, 2541, 3349]"
762,"[375, 455, 734, 2450, 3252]"
763,"[850, 1917, 2778]"
764,"[662, 1523, 1892]"
765,"[292, 2021, 2786, 3267]"
766,"[1912, 2896, 3227, 3361, 3484, 3552]"
767,"[214, 1156, 1635, 1798, 2280, 3504, 3609]"
768,"[682, 737, 1225, 2372, 3577]"
769,"[1382, 2198, 3667]"
770,"[23, 1859, 2234, 3768]"
771,"[594, 2038, 3043, 3051, 3334]"
772,"[241, 502, 652, 813, 2548, 2609, 3889]"
773,"[874, 1488, 2685, 3703]"
774,"[805, 1767, 1903, 2669, 3221]"
775,"[913, 1073, 1197, 2747, 3572]"
776,"[292, 2021, 2786, 3267]"
777,"[17, 962, 1965, 2227, 3197, 3901]"
778,"[808, 1017, 2184, 3318]"
779,"[1671, 2201, 2638, 3523, 3882]"
780,"[524, 1354, 1676, 2658]"
781,"[607, 1737, 2212]"
782,"[42, 319, 1114, 1136, 2340, 2751, 3101, 3526]"
783,"[682, 773, 1428, 1678, 2596, 2726, 3026, 3438, 3618]"
784,"[805, 2116, 2790, 3812]"
785,"[375, 1111, 1628, 2193, 2656, 3835]"
786,"[485, 493, 1654]"
787,"[170, 1679, 2731, 3288]"
788,"[377, 1265, 2371, 3192]"
789,"[501, 2009, 2589, 2612, 2885]"
790,"[1769, 3648]"
791,"[1371, 1565, 1684, 1750]"
792,"[247, 2315, 3129, 3182]"
793,"[43, 358, 1934, 2093, 2986]"
794,"[69, 708, 1828, 2763, 3883]"
795,"[1280, 1922, 1988, 2809, 3498, 3712]"
796,"[85, 214, 467, 885, 1511, 1730, 3601, 3617]"
797,"[377, 1269, 1930, 2819, 2840, 3538]"
798,"[622, 1194, 2155]"
799,"[668, 1317, 1709, 3671]"
800,"[614, 709, 790, 852, 1171, 1184, 2289, 2617]"
801,"[623, 1156]"
802,"[248, 410, 1359, 2948, 3767]"
803,"[217, 1234, 1253, 2079, 2181, 3620, 3669]"
804,"[813, 2095, 3569]"
805,"[1803, 2104, 2223, 3812]"
806,"[753, 2010, 3796]"
807,"[192, 907, 1338, 3690]"
808,"[787, 2056, 2453, 3678]"
809,"[1115, 2268, 2689, 3196]"
810,"[2947, 2997, 3192]"
811,"[614, 790, 852, 1171, 1184, 2068, 2289, 2617]"
812,[2137]
813,"[7, 1705, 1972, 2397, 2595, 2918]"
814,"[717, 961]"
815,"[917, 1042, 1488, 3538]"
816,"[545, 1072, 2098, 2233, 2876, 3341, 3710, 3912]"
817,"[281, 613, 2079, 2208]"
818,"[927, 2079]"
819,"[121, 852, 3981]"
820,"[8, 266, 925, 1666, 1946, 2193, 2561, 3678]"
821,"[403, 3022, 3064, 3776]"
822,"[39, 81, 148, 368, 1067, 1072, 1447, 2198, 3180, 3538, 3906]"
823,"[322, 772, 827, 3284]"
824,"[1502, 2610, 2912, 3498, 3835]"
825,"[868, 1371]"
826,"[1316, 1970, 2628]"
827,"[444, 1429, 3728]"
828,"[360, 1183, 1246, 1670]"
829,"[414, 1722, 2155, 2199, 2250, 2596, 2722, 2744, 3167, 3385]"
830,"[1107, 3666]"
831,"[1500, 1565, 1816, 3891]"
832,"[1276, 1909, 2126, 2198, 3885]"
833,"[599, 805, 1767, 1903, 2669, 3171, 3221, 3907]"
834,[1536]
835,[907]
836,"[287, 2548, 3180, 3244]"
837,"[933, 3180]"
838,"[1079, 1632, 2163, 2268]"
839,"[1105, 1493]"
840,"[490, 1584, 2912, 3190]"
841,"[767, 3582]"
842,"[678, 2079, 3114, 3216]"
843,"[2652, 3208, 3511]"
844,"[40, 129, 1228, 2719, 3178, 3583, 3623]"
845,"[400, 431, 870, 925, 1133, 1730, 2214, 3166]"
846,"[1428, 2114]"
847,"[400, 472, 925, 2058, 2278]"
848,"[26, 1840, 2719, 3192, 3631]"
849,"[150, 219, 1531, 1617, 1694, 3149]"
850,"[1893, 2474, 2929, 2973, 3267]"
851,"[491, 539, 2413, 2445, 3086, 3288]"
852,"[2457, 3147, 3664]"
853,"[87, 2535, 2947, 3612]"
854,"[812, 1121, 1474, 2535]"
855,[2260]
856,"[1545, 1834, 2589, 2731, 3803]"
857,[2517]
858,"[1423, 2171, 2625]"
859,"[3, 3023, 3514]"
860,"[623, 2564, 3730]"
861,"[1952, 2339, 3396, 3414, 3629]"
862,"[188, 891]"
863,"[135, 924, 992, 1486, 3461]"
864,"[2037, 3519]"
865,"[629, 904, 1144, 1474, 2800]"
866,"[574, 903, 3845, 3965]"
867,"[1276, 1530, 2198]"
868,"[400, 599, 1908, 3526, 3921]"
869,"[128, 1588, 2227, 3623, 3662]"
870,"[1765, 2076, 3044, 3198, 3810, 3878]"
871,"[148, 1311, 1733, 3601]"
872,"[325, 1524, 3671]"
873,"[1256, 2576, 3671]"
874,"[233, 1411, 2708]"
875,"[95, 1176, 1560, 2181]"
876,"[42, 169, 699, 1399, 2625, 2699, 3044]"
877,"[1917, 2778]"
878,"[318, 1128, 1569, 3162, 3637]"
879,"[442, 1023, 1798, 1816, 2629]"
880,"[2155, 2645]"
881,"[446, 679, 1004, 1126, 1524, 2171, 3022, 3538]"
882,"[61, 1307, 1550, 2843, 2894, 3041, 3632]"
883,"[1225, 1374, 2521]"
884,"[3079, 3511]"
885,"[359, 758, 2508, 2842, 3755, 3810]"
886,"[1368, 1774, 2714]"
887,"[139, 176, 1681, 2699, 3361]"
888,"[1859, 2098, 2183, 2428, 3939]"
889,"[986, 1136, 1456, 3572]"
890,"[135, 326, 707, 1289, 1412, 2694, 2828]"
891,"[1436, 2908, 3106, 3357]"
892,"[139, 824, 1581, 2610, 3319, 3416, 3934]"
893,"[1688, 3079, 3511, 3639]"
894,"[1423, 2171, 2625]"
895,"[274, 2001, 2884, 3548]"
896,"[482, 2113, 2145, 2489]"
897,"[721, 756, 2036, 2535, 3012, 3175, 3639]"
898,"[878, 1219, 2194, 2527, 3160]"
899,"[40, 241, 1414, 1445, 2260, 2541, 3154]"
900,"[187, 1407, 1853, 2112, 2842, 3367, 3480]"
901,"[622, 1144, 1194]"
902,"[620, 722, 1092, 1464]"
903,"[38, 49, 599, 1884, 2001, 3455]"
904,"[2992, 3755]"
905,"[502, 652, 813, 2548, 2609]"
906,"[991, 1183, 1613, 2234, 3153]"
907,"[879, 1493, 2595]"
908,"[2176, 2676, 3541, 3768]"
909,"[227, 480, 756, 1094, 3009, 3681]"
910,"[402, 439, 1132, 1940, 3190, 3478]"
911,"[753, 1618, 1754, 1873, 2424, 2457, 3025, 3656]"
912,"[1816, 2234, 3134, 3277]"
913,"[55, 910, 1620, 1737, 1874, 2141]"
914,"[142, 325, 1183, 1550, 1740, 2004, 2541, 3349, 3559]"
915,"[528, 1610]"
916,"[667, 677, 1502, 1731, 3580, 3722, 3773]"
917,"[2069, 3252, 3487]"
918,"[86, 173, 1131, 1467]"
919,"[3, 23, 1248, 1588, 2306, 2373]"
920,"[1325, 2445, 3092, 3130, 3188, 3637]"
921,"[1075, 1119, 1351, 2509, 3281]"
922,"[241, 1590, 1952, 2227, 3392]"
923,"[986, 1136, 1456, 2853, 3572, 3990]"
924,"[148, 773, 2415, 3452, 3912]"
925,"[1396, 2608, 2656]"
926,"[559, 656, 1638, 2085, 3768]"
927,"[784, 787, 1477, 2545, 3249]"
928,"[1834, 2561]"
929,"[47, 1250, 1275, 1577]"
930,"[1628, 3996]"
931,"[14, 168, 1202, 2071]"
932,"[652, 2342, 3102, 3396, 3542, 3730]"
933,"[806, 1533, 2929]"
934,"[74, 93, 3230, 3457, 3655, 3912]"
935,"[545, 947, 1602, 1900, 2025, 2538, 3671, 3791]"
936,"[634, 670, 1762, 2187, 2748, 3397]"
937,"[192, 950, 1554, 2112, 2291]"
938,[5]
939,"[48, 85, 988, 2214, 2882, 3800]"
940,"[1945, 2001, 2471, 2685, 3927]"
941,"[1445, 1504, 2242]"
942,"[700, 722, 1289, 1371, 2901, 3271]"
943,"[1941, 2333]"
944,"[806, 1234, 1541, 1828]"
945,"[69, 124, 521, 874, 917, 1488, 3053, 3120, 3774]"
946,"[416, 1286, 2360, 2512]"
947,"[566, 1188, 2530, 3025, 3666]"
948,"[1504, 2013, 2018]"
949,"[395, 992, 1526, 1755, 1765, 2345, 2680, 3196, 3485, 3655]"
950,"[662, 815, 1145, 1239, 1630, 2637]"
951,"[821, 1581, 2680, 3722, 3785]"
952,"[140, 318]"
953,"[16, 81, 553, 868, 1144, 1463, 1478, 1583, 1689, 1962, 3062, 3677]"
954,"[107, 160, 447, 1132, 1384, 3651]"
955,"[1735, 2401, 2537, 3079]"
956,"[361, 455, 1051, 2155, 2990, 3153]"
957,"[647, 715]"
958,"[1222, 1467, 2062, 3196, 3931]"
959,"[188, 1893, 2159, 2708, 3201]"
960,"[231, 1645, 1907, 2234, 2979]"
961,"[2000, 2476, 2527, 2840, 3411]"
962,"[54, 74, 1071, 1952, 2227, 3149, 3186, 3723]"
963,"[192, 1384, 1816, 1914, 2667, 3914]"
964,"[166, 644, 3084]"
965,"[221, 1594, 1780, 1965, 2689, 3596]"
966,"[2060, 3856]"
967,"[604, 3271]"
968,"[1184, 2864, 3009, 3772]"
969,"[537, 1186, 1999, 2112, 3381, 3723]"
970,[2260]
971,"[607, 686, 874, 1249]"
972,"[992, 1197, 1882, 2131, 3000]"
973,"[1005, 1284, 1294, 2013, 2080, 3600]"
974,"[55, 61, 326, 1909]"
975,"[213, 2368]"
976,"[887, 1115, 1472]"
977,"[553, 870, 1088, 1118, 2714, 2900]"
978,"[752, 1114, 1502, 1944, 3600]"
979,"[874, 1350, 1521, 2370, 2383, 3933]"
980,"[126, 2229, 3647, 3931]"
981,"[210, 1952, 2181, 2355, 2595, 3848]"
982,[3651]
983,"[2832, 2972, 3321, 3705]"
984,"[553, 558, 575, 874, 2098, 2992]"
985,"[736, 1165, 1185, 2051, 2842, 3683]"
986,"[743, 2201, 2902, 3106, 3114]"
987,"[909, 1131, 1912, 1957, 2852, 3742]"
988,"[213, 2368, 2658]"
989,"[610, 720, 1243, 1834, 2073, 3479]"
990,"[3197, 3526]"
991,"[903, 1098, 1647, 1671]"
992,"[1280, 1922, 1988, 3498, 3712]"
993,"[592, 1286, 1691, 3516, 3655]"
994,"[5, 446, 3012]"
995,"[1178, 1899, 3619]"
996,"[527, 2430, 2694]"
997,"[3008, 3147]"
998,"[91, 436]"
999,"[917, 1311, 1462, 2608, 3092, 3160]"
1000,"[532, 1882, 2017, 2117, 2123, 2509, 3628, 3671, 3788]"
1001,"[1104, 2343, 3304, 3807, 3969]"
1002,"[179, 258, 1349, 2497, 3768]"
1003,"[38, 1532, 2666]"
1004,"[1400, 1454, 1499, 1583, 2364]"
1005,"[520, 2031, 2289]"
1006,"[215, 2113, 2185, 2842]"
1007,"[300, 2176, 2861, 3405]"
1008,"[1067, 1275, 2907]"
1009,[1734]
1010,"[613, 1965, 3162, 3620, 3671]"
1011,"[36, 1786, 1952, 2526]"
1012,"[240, 902, 1940, 3618]"
1013,"[559, 2947, 3079, 3129, 3655]"
1014,"[501, 2009, 2589, 2612, 2885]"
1015,"[117, 2275, 2490, 2642, 3390, 3646]"
1016,"[271, 1113, 1872, 3349, 3623, 3788]"
1017,"[1021, 3538, 3948]"
1018,"[55, 1294, 2126, 2275, 2289, 3363]"
1019,"[1034, 2549, 3855]"
1020,"[195, 1033, 1462, 2387, 2861]"
1021,"[62, 3192]"
1022,"[1104, 2297, 2343, 2481, 3304, 3807]"
1023,"[10, 377, 1659, 3186]"
1024,[1781]
1025,"[8, 1097, 2319, 2496]"
1026,"[662, 815, 1145, 1239, 1630]"
1027,[2569]
1028,"[949, 2670, 3600, 3746]"
1029,"[1393, 2199, 2287, 2781, 2825, 2912, 3690, 3889]"
1030,"[1638, 3655]"
1031,"[409, 1224, 1269, 3655, 3784]"
1032,"[67, 837, 1537, 2489]"
1033,"[2851, 3010, 3186, 3421, 3477]"
1034,"[911, 1486, 2052]"
1035,"[63, 147, 1275, 1624, 2725, 2953, 3907]"
1036,"[40, 351, 647, 1467, 2580, 3066, 3290]"
1037,"[361, 925, 1442, 1713, 1723, 2315, 2526, 2858]"
1038,"[1184, 1557, 1593, 2387]"
1039,"[812, 1075, 2918]"
1040,"[14, 378, 925, 1584, 2472]"
1041,"[24, 60, 155, 628, 1026, 1447, 2253, 2845, 3005, 3390, 3565]"
1042,"[607, 1505, 1795, 2408]"
1043,"[306, 1220, 3010, 3168, 3996]"
1044,"[291, 863, 1526, 3111, 3647, 3807]"
1045,"[396, 2519]"
1046,"[1176, 1195, 2561, 3934]"
1047,"[1512, 2851, 3572]"
1048,"[801, 1379, 1528, 2893, 3226, 3569, 3598]"
1049,"[405, 950, 1474, 1576, 1708, 1956, 3629, 3667]"
1050,"[953, 1484, 2561, 3320]"
1051,"[813, 2289, 2912]"
1052,"[107, 399, 703, 808, 905, 1226, 1936]"
1053,"[628, 1639, 2164, 2342, 2576]"
1054,"[1703, 2476, 2563, 3102, 3460, 3665]"
1055,"[1327, 2373, 2593, 2869, 3297]"
1056,"[80, 248, 774, 2000, 2315, 2321, 3219]"
1057,"[1163, 2806, 3190, 3914]"
1058,"[873, 1042, 1269, 1284, 1537, 1568, 2068, 3405]"
1059,"[592, 699, 707, 1671, 1888, 2171, 2247, 3411, 3513, 3523]"
1060,"[338, 563, 990, 991, 1071, 1671, 1721, 3098, 3251]"
1061,"[318, 399, 1679, 3664]"
1062,"[201, 908, 2063, 2223, 3949]"
1063,"[1197, 1888, 1900, 2339, 2493, 3552]"
1064,"[258, 619, 1598, 2896, 3025, 3546]"
1065,"[442, 619, 1274, 1490, 1503, 3296, 3498]"
1066,"[256, 709, 1075, 1198, 1765, 3013]"
1067,"[837, 910, 2786, 3256]"
1068,"[1940, 3747]"
1069,"[405, 2287, 2699, 3987]"
1070,"[405, 571, 2368, 2924, 3092, 3402, 3492, 3564, 3835]"
1071,"[571, 992, 1416, 1428, 2114, 2519, 3300]"
1072,"[92, 1269, 1498, 1561, 1823, 2138, 2215, 2739, 3190, 3288, 3651]"
1073,"[140, 2445, 3473]"
1074,"[106, 555, 1324, 1750, 1893, 3149, 3484]"
1075,"[3655, 3864, 3949]"
1076,"[48, 1615, 2026, 2333, 2418]"
1077,"[2544, 3756]"
1078,"[359, 963, 2095, 2857, 3633]"
1079,"[73, 314, 902, 3140, 3572]"
1080,"[2428, 2781]"
1081,"[318, 1984, 3906]"
1082,"[1770, 2196, 2226, 3563]"
1083,"[135, 1512]"
1084,"[1589, 2001, 3249, 3262]"
1085,"[238, 280, 283, 1578, 1686, 2290, 3060, 3159, 3211, 3259]"
1086,"[849, 1475, 1503, 1536, 2026, 2150, 2337, 2849, 3259]"
1087,[1531]
1088,"[412, 2856, 3119, 3210, 3305]"
1089,"[1378, 1474, 1716, 2444, 2830, 2989]"
1090,"[29, 437, 3114, 3511]"
1091,"[1351, 1561, 2184, 2250, 2703, 3165, 3269, 3646]"
1092,"[127, 1042, 1401, 1441, 1514, 2123]"
1093,"[1075, 3319, 3871]"
1094,"[222, 416, 1361, 1834, 2578]"
1095,"[1017, 1411, 3061, 3141, 3569, 3768]"
1096,"[104, 546, 610, 2090, 2415, 3174, 3815]"
1097,"[281, 1023, 2781, 3911]"
1098,"[303, 1232, 1382, 2057, 2441]"
1099,"[651, 2598, 3254, 3334]"
1100,"[179, 281, 1113, 3058]"
1101,"[1824, 3388]"
1102,"[2197, 2567, 2751, 3924]"
1103,"[118, 1163, 1194, 2155, 2821, 3121]"
1104,"[998, 1188, 1816, 3910]"
1105,"[281, 612]"
1106,"[243, 789, 1635, 1991, 3988]"
1107,"[1971, 3680, 3722, 3850, 3988]"
1108,"[69, 222, 416, 708, 1828, 1834, 2763, 3883]"
1109,"[1227, 1852, 2445]"
1110,"[822, 874, 1864]"
1111,"[1479, 1502, 3600]"
1112,"[1008, 1088]"
1113,"[1163, 2806, 3190, 3914]"
1114,"[167, 480, 1036, 2445, 2645, 3211, 3361]"
1115,"[240, 571, 659]"
1116,"[353, 740, 1302, 1412, 3021, 3251]"
1117,"[537, 1186, 2112, 2845, 3257, 3381, 3723]"
1118,"[372, 3485, 3690, 3920, 3998]"
1119,"[543, 682, 3073]"
1120,"[63, 66, 800, 1787, 1940, 2828, 3041, 3540, 3562, 3668, 3730]"
1121,"[907, 1186, 1235, 1758, 3250, 3438]"
1122,"[2169, 2488, 2545]"
1123,"[387, 670, 2907, 3559, 3730]"
1124,"[3, 423, 622, 721, 1002, 1467, 1763, 3056, 3955]"
1125,"[1659, 2508, 3119, 3830]"
1126,"[154, 437, 2104, 2390, 2705, 3371, 3481, 3651]"
1127,"[901, 1183, 3106]"
1128,"[205, 599, 3348, 3402]"
1129,[47]
1130,"[432, 1901, 2427, 3059, 3062]"
1131,"[74, 595, 1834, 2679, 3136]"
1132,"[363, 1121, 1233, 2137, 2497, 3850]"
1133,"[416, 893, 3056]"
1134,"[2966, 3151, 3734]"
1135,"[1118, 1183, 2204]"
1136,"[1843, 2631]"
1137,"[1750, 3119, 3261, 3286]"
1138,"[7, 628, 1705, 1972, 2397, 2595, 2918, 3392]"
1139,"[709, 2117, 2853, 3111, 3635]"
1140,"[291, 874, 990, 992, 1382, 1710, 1810, 1988, 2453, 3935]"
1141,"[1351, 3880]"
1142,"[318, 1164, 1716]"
1143,"[336, 2580, 3053, 3101]"
1144,"[221, 1624, 2118, 2685, 3341]"
1145,"[546, 652, 878, 3672, 3938]"
1146,"[281, 1094, 1909, 2053, 2222, 2861, 3405]"
1147,[3487]
1148,"[885, 909, 1486, 1745, 2910, 3054, 3119, 3233, 3286, 3338, 3461]"
1149,[1735]
1150,"[1697, 3468]"
1151,"[2225, 2247, 3066]"
1152,"[283, 465, 516, 1334, 2466, 2861]"
1153,"[357, 1183, 2584]"
1154,"[1005, 1163, 2145, 3013, 3051]"
1155,"[62, 179, 352, 531, 813, 905, 1034, 2964, 3192]"
1156,"[994, 1301, 1499]"
1157,"[87, 1327, 2869, 3269, 3910, 3948]"
1158,"[36, 371, 464, 765, 902, 1400, 2234, 2304, 3024, 3368]"
1159,"[73, 146, 545, 667, 782, 2337, 2398, 3467]"
1160,"[442, 991, 1318, 2739, 2978, 3537]"
1161,"[446, 962, 2038, 2531, 2852, 3420]"
1162,"[222, 1333, 1557, 2701]"
1163,"[1351, 1826, 3035, 3371]"
1164,"[155, 1685, 3387, 3653, 3775]"
1165,"[289, 827, 1977, 2527, 3235]"
1166,"[14, 1598, 2149]"
1167,"[372, 3690, 3920, 3998]"
1168,"[1526, 2385, 2907, 3655]"
1169,"[2090, 3458, 3911]"
1170,"[1025, 1067, 2526, 3201, 3879]"
1171,"[283, 2861, 2989, 2992]"
1172,"[953, 1484, 1725, 2561, 2886, 3320, 3503]"
1173,"[77, 412, 994, 1382, 2256, 3114, 3249]"
1174,"[705, 1343, 2163, 3868]"
1175,"[705, 963, 2082, 2250, 3687]"
1176,"[16, 553, 601, 978, 2169, 3551, 3839]"
1177,"[2526, 3008, 3106]"
1178,"[709, 2117, 2853, 3111, 3635]"
1179,"[871, 2227, 2319, 3186]"
1180,"[155, 1685, 3387, 3653, 3775]"
1181,"[161, 2372, 2561, 2579, 2590, 2781, 3349]"
1182,"[130, 2863, 3190, 3402, 3445, 3779]"
1183,"[1246, 1637, 2497, 2851, 3110, 3669, 3912]"
1184,"[1735, 1822, 1960, 2708]"
1185,"[1928, 2910]"
1186,"[1011, 3473]"
1187,"[181, 962]"
1188,"[1233, 3465, 3572, 3591]"
1189,"[143, 1835, 2201, 2214, 2271]"
1190,"[1428, 1768, 2334, 2557, 3923]"
1191,"[416, 2089, 2681, 2830, 3040]"
1192,"[359, 595, 1487, 2626, 2976, 3328]"
1193,"[729, 1952, 2079, 2646, 2970]"
1194,"[109, 318, 996, 1314, 1428, 1925]"
1195,"[583, 908, 1504, 2372]"
1196,"[377, 1890, 2828]"
1197,[1569]
1198,"[402, 432, 885, 2387, 2574]"
1199,"[852, 933, 965, 2164, 2290, 2592, 2932, 3083, 3186, 3774]"
1200,"[246, 3040, 3835, 3980]"
1201,"[150, 335, 479, 1071, 1317, 2187, 3259]"
1202,"[1232, 1537, 1804, 2580, 2941, 3606, 3684]"
1203,"[2680, 3651]"
1204,"[191, 1480, 2852]"
1205,"[119, 561, 709, 867, 995]"
1206,"[561, 863, 1371, 3313, 3722]"
1207,"[686, 1318, 2103, 3010, 3123, 3379, 3864]"
1208,"[2849, 3363]"
1209,"[1681, 1944, 2740, 3267, 3351]"
1210,"[246, 523, 605, 1577, 2680, 2861, 3305, 3356]"
1211,"[909, 3277]"
1212,"[291, 874, 990, 992, 1382, 1710, 1810, 1932, 1988, 2453, 3935]"
1213,"[209, 1436, 1461, 1559, 3218, 3927]"
1214,"[1590, 1952, 2227, 3392]"
1215,"[405, 2364, 2536, 2947, 3054]"
1216,"[81, 121, 248, 852, 2265, 3981]"
1217,"[87, 619, 1988, 2145, 2487, 2589, 2655]"
1218,"[495, 2234, 2801]"
1219,"[529, 575, 1361, 1739, 2829, 3317, 3952]"
1220,"[72, 229, 1095, 1632, 2506, 3659, 3973]"
1221,"[2417, 3766]"
1222,"[179, 2864, 2884, 3549]"
1223,"[1326, 3371]"
1224,"[659, 1382, 1504, 3216]"
1225,"[35, 728, 1284, 1804, 1884, 2781]"
1226,"[383, 555, 1556, 1735, 2126, 3114, 3861, 3907]"
1227,"[148, 2005, 2209, 2638, 3025]"
1228,"[2141, 2595, 3882]"
1229,"[604, 622, 780, 874, 1247, 1289, 1664, 2290, 2404, 3064]"
1230,"[1291, 1769, 3271, 3481, 3671]"
1231,"[874, 1350, 1521, 2383, 3933]"
1232,"[387, 670, 2907, 3559, 3730]"
1233,"[264, 782, 1866, 1952, 2437, 2630, 2676]"
1234,"[214, 756, 902, 3882, 3921]"
1235,"[12, 1508, 2645, 2836]"
1236,"[150, 219, 1531, 1617, 1694, 3149]"
1237,"[894, 1228, 1462, 2903, 2955, 3092]"
1238,"[435, 558, 729]"
1239,"[129, 1163, 3190, 3914]"
1240,"[335, 805, 2153, 3051]"
1241,"[326, 743, 1256, 2387]"
